Name,Review_Count,Rating,Prices,Description,Ingredients,Cal,Nutrition,url
Vileda Squeegee,No ratings yet,Nan,2.50,Squeegee,Made in China,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302362691
Febreze Aerosol Spiced Apple 300Ml,(206),4.8,2.00,"Febreze Air Freshener Aerosol with Odourclear technology cleans away tough lingering odours, leaving a light fresh scent. This blend of gourmand apple with hints of cinnamon and cloves will make your home smell like freshly baked pies hot out of the oven. Febreze Air Effects eliminates odours and infuses the space with a light fresh scent.  While some other air fresheners only mask odours with fragrance, Febreze truly cleans away odours, so you and your guests can breathe happy. And while most other air fresheners contains dangerous gas, Febreze contains a nitrogen propellant 100% natural. Febreze Air is like a breath of fresh air sweeping away even tough lingering odours and leaving a light fresh scent, making your home feel fresh and renewed every day.","Benzisothiazolinone, Cinnamal",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/297348278
Minky Xl Dual Actionmicrofibre &Cotton Mop Refill,No ratings yet,Nan,4.00,"If it's time to change the Minky XL Dual Action Mop head, don't worry! Simply unscrew the existing head then replace with the new head; takes seconds!",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305995927
Tesco Antibacterial Multi Surface Wipes Apple 40 Pack,(1),5,1.00,Tesco anti bac multi surface wipes apple.,"Tesco Anti+bac apple multi surface wipes contain amongst other ingredients: Less than 5% Amphoteric Surfactant. Also contains: Disinfectant (0.55g Benzalkonium Chloride per 100g of liquid), Perfume, Methylisothiazolinone, Benzisothiazolinone.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/270887734
Tesco Floor Wipes Antibacterial 15Pk,(9),3.1,1.00,Tesco biodegradable anti bac floor wipes.,"Tesco biodegradable anti bac floor wipes original contain amongst other ingredients: Less than 5% Disinfectant (Benzalkonium Chloride 0.25g per 100g of liquid), Benzisothiazolinone, Octylisothiazolinone, Perfume",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/268043999
Minky 3 In 1 Power Clean Mop Refill,No ratings yet,Nan,3.50,"Pink 3D micro bristle dirt pockets - lifts away dirt and hairs, Blue super absorbent centre - for a streak-free finish!",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305995904
Tesco Limescale Remove Trigger 500Ml,(6),4.3,1.50,*,"Ingredients: <5% Non-Ionic Surfactants, Anionic Surfactants. Also contains: Perfume.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/278067644
Febreze Aerosol Pine 300Ml,(206),4.8,2.00,"Febreze Air Freshener with Odourclear technology cleans away tough lingering odours, leaving a light fresh scent. Fill your home with this crisp, pine forest fragrance that kindles cosy evenings in front of the Christmas tree. Febreze Air Effects eliminates odours and infuses the space with a light fresh scent.  While some other air freshners only mask odours with fragrance, Febreze truly cleans away odours, so you and your guests can breathe happy. And while most other air fresheners contains dangerous gas, Febreze contains a nitrogen propellant 100% natural. Febreze Air is like a breath of fresh air sweeping away even tough lingering odours and leaving a light fresh scent, making your home feel fresh and renewed every day.",Benzisothiazolinone,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/297348290
Tesco Luxury Soft Balm Extra Large Tissues 54S,(2),2.5,1.50,Tesco Luxury Soft Balm Extra Large Tissues.,Produced in the U.K.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/271374695
Domestos Ultra White & Sparkle Bleach 750Ml,(94),4.8,0.99,"Domestos kills germs dead. Domestos Ultra White & Sparkle Thick Bleach, with anti-limescale active molecules sticks even below the waterline to remove stains and help prevent the build-up of limescale for up to 3x longer than before. This 750 ml bottle of this bathroom cleaner is perfect for everyday use in the bathroom and kitchen - a conveniently sized bottle that'll help to kill germs. Domestos Ultra White & Sparkle Thick Bleach gives you the longest lasting protection from germs while helping to prevent the build-up of limescale where germs can hide. Providing a multi-surface cleaning – it can be used as a bathroom cleaner or even as a drain cleaner. How to use: Apply this thick bleach under the rim and leave it overnight to kill germs and remove stains. Suitable for use in homes with septic tanks. Domestos have been protecting families against germs since 1929. Today, Domestos continues to protect millions of families with its full range of cleaning products, including thick bleach and bleach sprays which can be used as a multi-purpose cleaner all around your home, as a bathroom cleaner, or even as a drain cleaner. Domestos doesn’t just protect families at home though, we fight poor sanitation globally too. We've helped more than 10 million people gain access to a clean and safe toilet, and thousands of children have benefited from clean water and toilet facilities in their schools; helping improve attendance and educational achievement. Support their work and help to empower millions of families to have clean and safe toilets.",Soap; Non-ionic surfactants; Disinfectant: Sodium hypochlorite 4.5g per 100g. < 5%: Chlorine based bleaching agent (Sodium Hypochlorite); Cationic surfactants; Perfume,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/278608720
Tesco Antibacterial Lemon Floor 15 Wipes,(5),2.6,Nan,Tesco anti bac floor wipes lemon.,"Tesco biodegradable anti bac floor wipes lemon contain amongst other ingredients: Less than 5% Disinfectant (Benzalkonium Chloride 0.25g per 100g of liquid), Benzisothiazolinone, Octylisothiazolinone, Perfume",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302429227
Tesco Fabric Conditioner Black Pearl 1.26L 42 Washes,(4),5,1.35,Tesco Black Pearl Luxurious Fabric Conditioner,"Ingredients: 5-15% Cationic Surfactants. Also contains: Perfumes, Butylphenyl Methylpropional, Citronellol, Geraniol, Limonene, Linalool, Coumarin, Preservative: Dodecylguanidine Monohydrochloride.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/297472896
Tesco Antibacterial Kitchen Cleaner With Bleach 750Ml,(5),3.4,0.80,*,"Ingredients: <5% Non-Ionic Surfactants, Phosphonates. Also contains: Disinfectant: Sodium Hypochlorite 1.1g per 100g, Perfume. Complies with BS EN 1276, BS EN 13697, BS EN 14476.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304784891
Tesco Window & Glass Cleaning Spray 750Ml,(6),4.5,0.80,*,"Ingredients: Perfume, Limonene, Preservatives: Methylchloroisothiazolinone and Methylisothiazolinone.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304791830
Tesco Daily Shower Cleaning Spray 750Ml,(9),3.1,0.80,*,"Ingredients: <5% Non-Ionic Surfactants. Also contains: Perfumes, Limonene, Preservatives: Methylchloroisothiazolinone and Methylisothiazolinone, Octylisothiazolinone.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304795048
Tesco Washing Up Liquid Limited Edition Seasonal 450Ml,(14),3.4,0.33,Tesco Washing Up Liquid Rhubarb & Rose,"Ingredients: 5-15% Anionic Surfactants. <5% Amphoteric Surfactants, Non-Ionic Surfactants. Also contains: Perfume, Citronellol, Preservatives: Methylchloroisothiazolinone and Methylisothiazolinone.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/276778964
Tesco Wash Up Liquid Apple 740Ml,(4),2.2,0.66,*,"Ingredients: 5-15% Anionic Surfactants. <5% Amphoteric Surfactants, Non-Ionic Surfactants. Also contains: Perfume, Preservatives: Methylchloroisothiazolinone and Methylisothiazolinone.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/293742923
Calgon 3 In 1 Limescale Protection 30 Tablets 390G,No ratings yet,Nan,8.00,Powerball Tabs,"Contains: 15%-30% Polycarboxylates, <5% Perfume",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305967092
Tesco 20 Extra Strong Refuse Sacks 100L,(1),5,Nan,TESCO 20 EXTRA STRONG REFUSE SACKS 100L ,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305970029
Tesco 10 Extra Strong Diy Sacks 45L,No ratings yet,Nan,3.20,Tesco 10 Extra-Strong DIY Sacks,Produced in the U.K.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305975789
Bloo Power Tabs Anti Limescale Lemon 12X25g,No ratings yet,Nan,3.50,Bloo Power Tabs Anti Limescale Lemon 12x25g ,"Contains: <5 % Anionic Surfactants, Aliphatic Hydrocarbons, Further ingredients: Perfume (Amyl Cinnamal, Limonene)",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/307355087
Addis Reusable Produce Bags 3 Pack,No ratings yet,Nan,3.00,ADDIS REUSABLE PRODUCE BAGS 3 PACK ,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306950835
Persil Biological Liquid Detergent 57 Washes 1539Ml,(93),4.7,7.00,PERSIL BIO LIQUID DETERGENT 57 WASHES 1539ML ,"15-30%: Anionic surfactants. 5-15%: Nonionic surfactants, Phosphonates. <5% Perfume, Soap, Polycarboxylates, Optical brighteners, Enzymes, Alpha-Isomethyl Ionone, Citronellol, Geraniol, Linalool, Methylisothiazolinone, Octylisothiazolinone",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306493569
Botanica Airwick Pineapple & Rosemary Refill 19Ml,No ratings yet,Nan,4.50,BOTANICA AIRWICK P/APPLE & R/MARY REFILL 19ML ,19ml ℮,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305037202
Tesco 20 Extra Strong Drawstring Refuse Sacks 50L,(2),3,Nan,Tesco 20 Extra STRG Drawstring Refuse Sacks 50L ,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305962039
Glade Electric Refill Tropical Blossoms Oil Plugin 20Ml,(159),4.7,3.50,Glade Elec Ref T/Cal Blossoms Oil Plugin 20ml ,SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306823589
Limelite Limescale 30 Tablets 450G,(1),5,4.00,Limelite Limescale 30 Tablets 450g ,"5-15% Polycarboxylates, Also contains: Perfumes",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306658266
Hero 40 Tie Handle Waste Basket Liner 15L,No ratings yet,Nan,1.80,Hero 40 Tie Handle Waste Basket Liner 15L ,40 x Bags,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306503438
Tesco 30 Pedal Bin Liners 22L,(4),3.2,1.80,Tesco 30 Pedal Bin Liners 22L ,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305942121
Febreze Bathroom Air Freshener White Jasmine 7.5Ml,(14),4.6,2.00,"Our first continuous non-electric bathroom air freshener not only eliminates odours from the air but also prevents them from lingering on soft surfaces such as towels, bath matsand shower curtains. Febreze Bathroom uses its unique Odour ClearTM  technology, delivering continuous freshness for up to 45 days, so your bathroom is always guest-ready. With no electricity or batteries required, Febreze Bathroom is convenient and easy to use, available in a variety of scents.","Linalool, Linalyl Acetate, Octahydro-8, 8-Dimethyl-2-Naphthaldehyde, Limonene, Ethyl 2, 2-Dimethylhydrocinnamal, Cyclamen Aldehyde, Delta-Damascone, Cyclooctenyl Methyl Carbonate, Octahydro-4, 7-Methano-1H-Indenecarbaldehyde, Methylundecanal, Anethole, Ethyl Methylphenylglycidate, Octahydro-5, 5-Dimethylnaphthalene-2-Carbaldehyde, Dimethyl Heptenal, 2.4-Dimethyl-3-Cyclohexene Carboxaldehyde, Citral, Trimethylundecenal, Isocyclocitral, 4.8-Dimethyl-4.9-Decadienal, Trans-2-Hexanal, Heptamethyl Decahydroindenofuran, Methyl Octine Carbonate",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/307959415
Febreze Bathroom Air Freshener Blossom & Breeze 7.5Ml,(84),4.5,2.00,"Our first continuous non-electric bathroom air freshener not only eliminates odours from the air but also prevents them from lingering on soft surfaces such as towels, bath matsand shower curtains. Febreze Bathroom uses its unique Odour ClearTM  technology, delivering continuous freshness for up to 45 days, so your bathroom is always guest-ready. With no electricity or batteries required, Febreze Bathroom is convenient and easy to use, available in a variety of scents.",Bulgaria,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/307934519
Febreze Bathroom Air Freshener Cotton Fresh 7.5Ml,(267),4.7,2.00,"Our first continuous non-electric bathroom air freshener not only eliminates odours from the air but also prevents them from lingering on soft surfaces such as towels, bath matsand shower curtains. Febreze Bathroom uses its unique Odour ClearTM  technology, delivering continuous freshness for up to 45 days, so your bathroom is always guest-ready. With no electricity or batteries required, Febreze Bathroom is convenient and easy to use, available in a variety of scents.","4-Tert-Butylcyclohexyl Acetate, 2.4-Dimethyl-3-Cyclohexene Carboxaldehyde, Dimethyl Heptenal, Octahydro-4, 7-Methano-1H-Indenecarbaldehyde, Linalool, Citral, Limonene, Alpha-Isomethyl Ionone, Isocyclocitral, Coumarin, Trans-Menthone, Beta, 4-Dimethyl-3-Cyclohexene-1-Propanal, Trans-2-Hexanal, Scentenal, Lauraldehyde, 4-(4-Methyl-3-Pentenyl)Cyclohex-3-Ene-1-Carbaldehyde, Delta-Damascone, Undecylenal, Cyclamen Aldehyde, Eugenol, Cinnamyl Alcohol, 1-Cyclohexene-1-Propanal, 4.4-Dimethyl-, Dimethylcyclohexenyl 3-Butenyl Ketone, (E)-Dodec-2-En-1-Al, Isoeugenol, Methylundecanal, Nonadienal, Methyl Octine Carbonate, Cinnamal",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/307959398
Febreze Air Freshener 3Volution Refill Sugarplum 20Ml,No ratings yet,Nan,2.75,"Febreze 3Volution Air Freshener Sugarplum Delight continuously eliminates odours and alternates between 3 complementary scents for freshness you keep noticing. Lasts up to 90 days (if used 12h per day on low setting). Discover the beauty of Sugarplum Delight now with 2X Effect compared to our base line up: Boosted scent that travels further to fill your room with fragrance. Let a sense of calm envelop you as this clean & gentle scent fills the air. With traditional plugs, we get used to to scents quickly and stop noticing them. Febreze 3Volution renews the freshness by continuously & automatically alternating between 3 complementary, high quality scents every 45 minutes. Use Febreze 3Volution refills with the 3Volution Electrical Diffuser to fill your home with freshness and fragrance that you will keep noticing day after day, week after week. 3Volution also lets you adjust the level of scent, helping you to create the ambiance that you want, when you want.","2, 4-Dimethyl-3-Cyclohexene Carboxaldehyde, Amyl cinnamal, Delta-Damascone, 1h-Indene-Ar-Propanal, 3-Dihydro-1, 1-Dimethyl, Ethyl Methylphenylglycidate, Alpha-Damascone, 1-Cyclohexene-1-propanal, 4, 4-dimethyl-.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/307959375
Bloo Power Active Lemon Toilet Rim Block 2X50g,No ratings yet,Nan,2.00,BLOO POWER ATV LEMON TOILET RIM BLOCK 2X50G ,"Contains: > 30% Anionic Surfactants, 5-15% Non-Ionic Surfactants, Also contains: Perfumes (Limonene).",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/307353596
Tesco Colour Liquid Detergent Super Concentrated 1.14L 38W,(6),3.7,2.31,Tesco Bio Colour Liquid Detergent Super Concentrated,"Contains: 5-15% Anionic surfactants, Non-ionic surfactants; <5% Phosphonates, Soap; Enzymes, Phenoxyethanol, Perfumes, Benzyl salicylate, Citronellol, Geraniol.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306493022
Tesco Lavender Dreams Detergent Super Concentrated 1.14L 38W,(3),3.7,2.20,Tesco Lavender Dreams Bio Liquid Detergent Super Concentrated 1.14L,"Contains: 5-15% Anionic surfactants, Non-ionic surfactants; <5% Phosphonates, Soap; Enzymes, Optical brighteners, Phenoxyethanol, Perfumes, Butylphenyl methylpropional, Benzyl benzoate, Benzyl salicylate, Citronellol, Coumarin, Geraniol, Hexyl cinnamal, Linalool.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306499344
Keep It Handy Anti-Bacterial Cleaning Pad,No ratings yet,Nan,1.00,H19cm x W9.59cm x D1cm,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306350900
Keep It Handy Microfibre Cloths 4 Pack,No ratings yet,Nan,1.00,Blue = 100% Polyester,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306350825
Keep It Handy Blind Cleaner,No ratings yet,Nan,1.00,H20.5cm x W7.205cm x D3.2cm,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306351029
Jml Magic Stitch,No ratings yet,Nan,19.99,"Hand-Held, Portable Sewing Machine for On-the-spot Repairs and Alterations",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306526365
Tesco Over Door Hooks Chrome,(1),5,3.00,"Easy to hang over the back of your door without any fixings, these over the door Hooks offer the perfect way to keep your bedroom or bathroom clear from clutter",Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304847989
Glade Candle Arctic Apple Pie 224G,(1),5,5.00,Glade Candle Arctic Apple Pie 224g ,SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306808896
Glade Candle Merry Berry & Bright 224G,No ratings yet,Nan,5.00,Glade Candle Merry Berry & Bright 224g ,SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306809797
Zip 100% Natural Twisted Firestarters X16,(2),3,3.00,"For details of our local distributors, please visit www.zipfires.com/distribution",Manufactured in the EU,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305530925
Vanish Oxi Action Crystal Whte 1Kg,No ratings yet,Nan,5.50,For ingredients information: www.rbeuroinfo.com,"Contains >30% Oxygen-Based Bleaching Agents, <5% Anionic Surfactants, Non-Ionic Surfactants, Zeolites, Enzymes, Optical Brighteners",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/260534097
Vanish Oxi Action Multi Clr Protect 1Kg,(24),4.7,5.50,A Charter member - www.cleanright.eu,">30%: Oxygen-Based Bleaching Agents, <5%: Anionic Surfactants, Non-Ionic Surfactants, Zeolite, Enzymes, Perfume",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/262163895
Glade Candle Tropical Blossoms Air Freshener 129G,(40),4.4,3.00,Glade Candle T/Cal Blossoms A/Fresh 129g ,SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306813780
Glade Candle Merry Berry & Bright 129G,No ratings yet,Nan,3.00,Glade Candle Merry Berry & Bright 129g ,SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306493857
Glade Candle Arctic Apple Pie Air Freshener 129G,(1),4,3.00,Get into the holiday spirit and imagine yourself on a journey to Lapland with this limited edition Glade candle. We have a full collection of wintery classics with a magical twist for you to discover.,SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306819249
Vileda Spin & Clean Refill,No ratings yet,Nan,3.50,Replacement head for the Vileda Spin & Clean Mop. The Microfibre pad removes over 99% of bacteria with just water*,1 x Spin & Clean Refill,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/307425080
Vileda Sponge Mop Refill,No ratings yet,Nan,3.50,Replacement head for the Vileda Sponge Mop. The Super Absorbent mop refill easy soaks up spills so floors dry faster,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/307425108
Jeyes Multi-Usage Disinfectant 750Ml,(1),5,3.00,Jeyes Multi-Usage D/fectant 750ml ,"By Appointment to Her Majesty The Queen Manufacturers of Hygiene Products Jeyes Group Ltd., Hemel Hempstead",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306655160
Persil Biological Liquid Laundry Detergent 38 Washes 1026Ml,(93),4.7,5.00,"Persil Bio Liquid Detergent removes tough stains first time and provides 7 days of lasting freshness, even on a quick wash cycle at 30°C. With plant-based, biodegradable stain removers, this laundry detergent will leave the family with fresh, clean clothes time and time again. It’s tough on stains, kinder to our planet.","15-30%: Anionic surfactants. 5-15%: Nonionic surfactants, Phosphonates. <5% Perfume, Soap, Polycarboxylates, Optical brighteners, Enzymes, Alpha-Isomethyl Ionone, Citronellol, Geraniol, Linalool, Methylisothiazolinone, Octylisothiazolinone",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306504309
Bold 2 In 1 Gel Lavender & Camomile 35 Washes 1295Ml,(75),4.8,5.00,"A relaxing and lingering scent, that’s Bold Lavender and Camomile Washing Liquid Gel. Imagine strolling through fragrant lavender fields, leaving all cares behind. This classic scent blends soothing camomile and honey with woody notes for a total feeling of serenity. Breathe in the blissful notes and ... relax. Unlike traditional washing powder, Bold Gel allows for easy pre-treatment!","15-30% Anionic Surfactants, <5% Non-Ionic Surfactants, Phosphonates, Soap, Enzymes, Optical Brighteners, Benzisothiazolinone, Perfumes, Benzyl Salicylate, Coumarin, Eugenol, Limonene, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306518899
Tesco Decorated Kitchen Towel 2 Rolls,(1),1,2.00,T. Decorated Kitchen Towel 2 Rolls ,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305959695
Tesco Eco Kitchen Towel 2 Rolls,(8),3.6,2.00,Eco Kitchen Towels,"Produced in the U.K., Packed in the U.K.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305968632
Tesco Kitchen Towel 2 Rolls,(3),3,2.00,Kitchen Towel - 2 Rolls,Produced in the U.K.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305976553
Tesco Biological Liquid Detergent Super Concentrated 1.8L 60W,No ratings yet,Nan,3.82,Tesco Bio Liquid Detergent Super Concentrated,"Contains: 5-15% Anionic surfactants, Non-ionic surfactants; <5% Phosphonates, Soap; Enzymes, Optical brighteners, Phenoxyethanol, Perfumes, Benzyl alcohol, Benzyl salicylate, Citronellol, Geraniol, Linalool.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305971915
Tesco Dishwasher Cleaner 250Ml,(6),2.8,2.00,Tesco Dishwasher Cleaner 250ml ,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305954101
Keep It Handy 4 Pack Lighters,No ratings yet,Nan,1.00,H17.5cm x W12.175cm x D1.12cm,4 x Lighters,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306351041
Keep It Handy Bendy Lighter,(3),2.3,1.00,H27cm x W6.77cm x D2.2cm,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306351006
Tesco Bio. Liquid Detergent Super Concentrated 1.14L,(2),4.5,2.31,Tesco Bio Liquid Detergent Super Concentrated,"Contains: 5-15% Anionic surfactants, Non-ionic surfactants; <5% Phosphonates, Soap; Enzymes, Optical brighteners, Phenoxyethanol, Perfumes, Benzyl alcohol, Benzyl salicylate, Citronellol, Geraniol, Linalool.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305984232
Tesco Kitchen Towel 1 Roll 100 Sheets,(4),2,1.05,Kitchen Towel - 1 Roll,"Produced in the U.K.,  the U.K.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306495786
Tesco Colour Bio. Detergent Powder 2.6Kg,(3),3.7,3.50,Tesco Colour Bio Detergent Powder 2.6kg,"5-15% Anionic surfactants; <5% Non-ionic surfactants, Oxygen-based bleaching agents, Phosphonates, Polycarboxylates, Zeolites; Enzymes, Perfumes, Benzyl Salicylate, Citronellol, Geraniol, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305946899
Softesse Luxury Ultra Soft Facial Tissues 90 Pack,No ratings yet,Nan,1.00,Softesse Luxury Ult Soft Facial Tissues 90 Pack ,90 x White Tissues,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306936703
Keep It Handy Drain Rod,No ratings yet,Nan,1.00,H25.5cm x W6.755cm x D1.6cm,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306350952
Keep It Handy Sink Strainers 2 Pack,No ratings yet,Nan,1.00,Size: 7cm.,2 x Plastic Sink Strainers,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306350969
Keep It Handy Cotton Comfort Insoles 2 Pairs,No ratings yet,Nan,1.00,"These non-slip insoles have a cushioned latex sole for added comfort, and perforations to allow air to circulate.",2 x Pairs,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306350727
Keep It Handy All Purpose Descaler Tablets 4 Pack,(1),5,1.00,H8.8cm x W9.588cm x D2.5cm,"15-30% Oxygen Based Bleaching Agents, 5-15% EDTA, <5% Anionic Surfactants",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306350658
Tesco Bio. Washing Powder 2.6Kg,(4),5,3.50,Tesco Bio Detergent Powder 2.6Kg,"5-15% Anionic surfactants, Oxygen-based bleaching agents; <5% Non-ionic surfactants, Phosphonates, Polycarboxylates, Zeolites; Enzymes, Optical brighteners, Perfumes, Benzyl Salicylate, Citronellol, Geraniol, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306496635
Tesco Lavender Dreams Bio. Detergent Powder 2.6Kg,(4),3.2,3.50,Tesco Lavender Dreams Bio Detergent Powder 2.6kg,"5-15% Anionic surfactants, Oxygen-based bleaching agents; <5% Non-ionic surfactants, Phosphonates, Polycarboxylates, Zeolites; Enzymes, Optical brighteners, Perfumes, Alpha-Isomethyl Ionone, Hexyl Cinnamal, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306501291
Tesco Tropical Sunshine Bio. Powder 2.6Kg,(2),5,3.50,Tesco Tropical Sunrise Detergent Powder 2.6kg,"5-15% Anionic surfactants, Oxygen-based bleaching agents; <5% Non-ionic surfactants, Phosphonates, Polycarboxylates, Zeolites; Enzymes, Optical brighteners, Perfumes, Butylphenyl methylpropional, Citronellol, Coumarin, Geraniol, Hexyl Cinnamal, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305955289
Curver Mystyle Large Basket Green,(2),3,2.75,Curver's modern interpretation of the traditional rattan fiber look.,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/307949370
Minecraft Lunch Bag,No ratings yet,Nan,6.00,Zak UK Ltd,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306371459
Go Cook Travel Mug Gun Metal 450Ml,No ratings yet,Nan,10.00,"Stay hydrated on the go. Using double-walled vacuum technology, this Flask is made of high grade stainless steel and will keep your drinks cold for up to 12 hours & hot for up to 5 hours.",36 Months,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304848160
Go Cook Travel Mug Azure 450Ml,No ratings yet,Nan,10.00,"Stay hydrated on the go. Using double-walled vacuum technology, this Flask is made of high grade stainless steel and will keep your drinks cold for up to 12 hours & hot for up to 5 hours.",36 Months,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304851760
Go Cook Travel Mug Rose Gold 450Ml,(1),1,10.00,"Stay hydrated on the go. Using double-walled vacuum technology, this Flask is made of high grade stainless steel and will keep your drinks cold for up to 12 hours & hot for up to 5 hours.",36 Months,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/304848177
Persil Non Biological Washing Liquid 105 Washes 2835Ml,(92),4.8,10.00,"Persil Non Bio Liquid Detergent removes tough stains, but is gentle next to sensitive and delicate skin. With plant-based stain removers and biodegradable ingredients, this laundry detergent will leave the family with fresh, clean clothes time and time again. It’s tough on stains, kinder to our planet.","15-30%: Anionic surfactants. 5-15%: Nonionic surfactants. <5%: Phosphonates, Perfume, Soap, Enzymes, Polycarboxylates, Benzyl Salicylate, Hexyl Cinnamal, Limonene, Methylisothiazolinone, Octylisothiazolinon",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305978509
Fairy Platinum All In One 43 Lemon Dishwasher Tablets 641G,(1904),4.2,7.00,FAIRY PTINUM AIO 43 LEM D/WASHER TBLTS 641G ,"5-15% Non-Ionic Surfactants, Oxygen-Based Bleaching Agents, <5% Phosphonates, Polycarboxylates, Enzymes, Perfumes, Citronellol, Limonene, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306954595
Persil Colour Protect Biological Liquid Laundry Detergent 57 Washes 1539Ml,(156),4.5,7.00,Persil Colr Prot Bio liqd L/dtrg 57 Washes 1539ml ,"15-30%: Anionic surfactants. 5-15%: Nonionic surfactants. <5%: Phosphonates, Perfume, Soap, Enzymes, Polycarboxylates, Benzyl Salicylate, Hexyl Cinnamal, Limonene, Methylisothiazolinone, Octylisothiazolinone",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305839479
Curver Mystyle Small Basket Green,No ratings yet,Nan,1.75,Curver's modern interpretation of the traditional rattan fiber look.,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/307949364
