Name,Review_Count,Rating,Prices,Description,Ingredients,Cal,Nutrition,url
Flash All Purpose Liquid Relax Lavender 1L,(277),4.8,1.80,"Flash Multi Surface & Floor Cleaner is perfect for cleaning almost any hard surface in your home. Use it on the kitchen sink, greasy stovetops, even as a floor cleaner. See package for full usage instructions. A rinse is required for surfaces in direct contact with food.","<5% Anionic Surfactants, Non-ionic Surfactants, Phosphonates, Benzisothiazolinone, Perfumes, Hexyl Cinnamal, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/266190487
Domestos Power 5 Pink Rim Block 55G,(58),3.9,1.00,"Try the UK's No.1 Toilet Block: Domestos Power 5. It will leave your toilet clean, shiny, and smelling fresh. Power 5 Toilet Blocks are more than a toilet freshener. These powerful rim blocks are loaded with not 1, but 5 key benefits for a mighty clean and with extra freshness. Use Domestos Pink Magnolia Toilet Rim Block 1pc for a cleaner, fresher-smelling bathroom.",Poland,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/299426701
Tesco Ironing Water Spring Fresh 1Lt,(6),3,0.80,Tesco ironing water spring fresh,"Tesco Ironing Water Spring Fresh contains amongst other ingredients less than 5% Perfume. preservatives: Benzisothiazolinone, Methylisothiazolinone, Laurylamine Dipropylenediamine to control microbial deterioration.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/271392258
Glade Shake & Vacuum Citrus 400G,(71),4.7,0.99,Pack size: 400G,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/253732570
Fairy Platinum Original Washing Up Liquid 625Ml,(515),4.8,1.50,Fairy Platinum washing up liquid offers Fairy's best ever cleaning with built in soaking action for the toughest grease cleaning challenges. The Fairy technology quickly penetrates and weakens residues on dishes saving you time and effort. Which? Best Buy Washing up Liquids 2014.,"15-30% Anionic Surfactants, 5-15% Non-Ionic Surfactants, Phenoxyethanol, Methylisothiazolinone, Perfumes, Butylphenyl Methylpropional, Hexyl Cinnamal, Limonene.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/282111495
Cif Original Cream 500Ml,(152),4.7,1.00,"Cif Original Cream Cleaner, with its ocean scent, is made with 100% natural cleaning particles and packed with millions of natural microcrystals derived from limestone. The microcrystals in our Cif Cream are microparticles made from a naturally occurring mineral and are not linked to the plastic microbeads that have the potential to contribute to microplastic marine litter.","<5% Anionic surfactants, Non ionic Surfactants, soap, Perfume, Limonene, Benzisothiazolinone, Methylisothiazolinone, Phenoxyethanol, Linalool, Butylphenyl methylpropional, Hexyl cinnamal",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/252423528
Fairy Wash Up Liquid Citrus Grove 820Ml,(239),4.8,1.50,"Fairy Clean & Fresh washing up liquid gives you sparkling clean dishes and its revolutionary formula infuses your kitchen with light, clean, fresh scents from around your sink.","5-15% Anionic Surfactants, <5% Non-Ionic Surfactants, Methylisothiazolinone, Phenoxyethanol, Perfumes, Limonene",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/290138440
Fairy Platinum All In One 55 Lemon Dishwasher Tablets 853G,(2),5,12.00,"Fairy Platinum Plus All in One dishwasher tablets deliver a clean like new, it gives you Fairy's best cleaning and it even helps lift away the dullness built up over time, to restore the original shine of your dishes. Fairy Platinum Plus has a built-in prewash system, doing the pre-washing for you. With Fairy Platinum Plus, there is no need to pre-wash to help you save water and be more environmentally friendly. Fairy combines liquid and powder in one powerful capsule. Its ultra soluble pouch dissolves fast and works well in short cycles as it starts cleaning quickly to get the job done. And they are so easy to use! No unwrapping needed, just place them in your dishwasher detergent dispenser.","15-30% Oxygen-Based Bleaching Agents, 5-15% Non-Ionic Surfactants, <5% Phosphonates, Polycarboxylates, Enzymes, Perfumes, Citronellol, Limonene, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306832503
Cushelle Ultra Quilted 3 Ply 16 Roll Family Pack,(816),4.9,8.00,Every 3-ply sheet of velvety soft Cushelle Ultra Quilted has plump air cushions.  So Kenny will do just about anything to get his paws on it!,United Kingdom,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/302919425
Andrex Toilet Tissue Supreme Quilts 16 Rolls,(111),4.6,9.45,For more information about The Andrex® Clean Routine and to sign up for exclusive offers go to www.andrex.co.uk,Made in the UK,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/298262158
Finish All In 1 Max Original 75 Dishwasher Tab 1200G,(23),4.7,9.00,www.rbeuroinfo.com,"5-15% Oxygen-Based Bleaching Agents, Phosphonates, <5% Polycarboxylates, Non-Ionic Surfactants, Enzymes (Subtilisin, Amylase), Perfumes",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305041496
Ariel All In 1 Washing Pods Original 57 Wash 1436.4G,(28),4.3,9.79,"Extraordinary cleaning power in one little pod. Ariel Allin1 Pods Original washing capsules have a unique multi-compartment design that keeps the ingredients stable and separate until they reach the wash, providing a super concentrated cleaning power. The innovative film of Ariel washing Tablets dissolves completely in contact with water to release the powerful technologies that tackle a broad stain range providing you the best liquid detergent from Ariel, with just the right amount of detergent.",">30% Anionic Surfactants, 5-15% Soap, <5% Non-Ionic Surfactants, Phosphonates, Enzymes, Optical Brighteners, Perfumes, Alpha-Isomethyl Ionone, Butylphenyl Methylpropional, Citronellol, Coumarin, Hexyl Cinnamal, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306479466
Mr Muscle Max Gel Unblocker 2 X 1000Ml,(2),4,5.99,"Mr Muscle® Power Gel Drain Unblocker cuts through standing water in your clogged drain, dissolving even the toughest clogs. Use this sink unblocker once a week to clear blockages and slow-running drains anywhere in your home, from your kitchen to bathroom sinks. Just pour the entire contents of the bottle down the plughole to attack the blockage directly, and after waiting 5 minutes, flush with hot water (allowing longer for tough clogs). With a formula that clears drains 3x better than bleach*, getting rid of blockages and their unpleasant odours, Mr Muscle® Power Gel is the plughole unblocker that allows you to clean less and live more. *Based on hair removal in laboratory testing.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/299160438
Bold All In One Washing Pods Lavender & Camomile 25 Washes 602.5G,(3134),4.8,5.00,"A relaxing and lingering scent, that’s Bold Lavender and Camomile. Imagine strolling through fragrant lavender fields, leaving all cares behind. This classic scent blends soothing camomile and honey with woody notes for a total feeling of serenity. Breathe in the blissful notes and ... relax. All-in-1 Pods Washing Capsules are Bold's latest innovation, infusing your clothes with relaxing, invigorating and luxurious scents inspired by nature's most divine fragrances.",">30% Anionic Surfactants, 5-15% Soap, <5% Non-Ionic Surfactants, Phosphonates, Enzymes, Optical Brighteners, Perfumes, Alpha-Isomethyl Ionone, Benzyl Salicylate, Coumarin, Hexyl Cinnamal, Limonene, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306461901
Zip Firelighters Pack 30,(9),3,2.70,"Zip invented the kerosene firelighter back in 1936 and today, our latest high performance products are designed to make lighting a fire easier than ever.",Packing. Recyclable,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/261204452
Febreze Aerosol 300Ml Cotton Fresh,(1460),4.8,2.00,"Febreze Air Freshener Aerosol with Odourclear technology cleans away odours, leaving a light fresh scent. Cotton Fresh fragrance is inspired by the freshness of pure white cotton. Febreze Aerosols are non-flammable and contain 100% natural propellant. This makes them a perfect fit for any room in the house. Try the full range of Febreze products with the unique Odourclear technology, such as Febreze Fabric Refresher and Car Freshener. Also try Ambi Pur 3volution Plugs, for continuous odour elimination up to 90 days.","Delta-Damascone, Hexyl Cinnamal",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/262481306
Finish All In One Max 46 Dishwasher Tablets 736G,(25),4.6,6.00,"Tips for saving water, energy, CO2 and money","5-15% Oxygen-Based Bleaching Agents, Phosphonates, <5% Polycarboxylates, Non-Ionic Surfactants, Enzymes (Subtilisin, Amylase), Perfumes",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305045814
Febreze Aerosol 300Ml Blossom & Breeze,(1351),4.8,2.00,"Febreze Aerosol Air Freshener with Odourclear technology cleans away tough lingering odours, leaving a light fresh scent. Blossom & Breeze fragrance is inspired by the freshness of delicate soft petals. Fall in love with this graceful fragrance and create a blissful atmosphere in your home. While some other air freshners only mask odours with frangrance, Febreze truly cleans away odours, so you and your guests can breathe happy. And while most other air fresheners contains dangerous gas, Febreze contains a nitrogen propellant 100% natural. Febreze Air is like a breath of fresh air sweeping away even tough lingering odours and leaving a light fresh scent, making your home feel fresh and renewed every day.","Delta-Damascone, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/262481397
Buster Bathroom Plug Unblocker 300Ml,(11),4.3,3.50,New ultra power formula clears hair and sludge from bathroom plugholes and pipes.,"Buster bathroom plughole unblocker contains amongst other ingredients: <5% Non - Ionic Surfactants, <5% Perfumes, 5-15 Chlorine-based bleaching agents",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/255970670
Persil Biological Washing Powder 40 Wash 2.6Kg,(153),4.7,5.00,"For fast, effective stain removal, Persil Bio Washing Powder is the perfect choice. This bio washing powder removes tough stains, even in a quick wash. Persil biological washing powder contains enzymes that break down stains and help lift them from fabrics. The enzymes in biological detergents work efficiently at lower temperatures, which means you can achieve great stain removal with Persil Bio, even in a cool wash. This powder is brilliant at removing tough stains like grease, oil, mud, grass and chocolate ice cream. With an effective formula for stain removal and long-lasting fragrance, Persil biological washing powder is a great washing powder to have in your cupboard, especially if you’ve got kids around!","""5-15%: Oxygen-Based Bleaching Agents, Anionic surfactants.  <5% Nonionic Surfactants, Perfume, Polycarboxylates, Soap, Phosphonates, Optical brighteners, Enzymes, Alpha-Isomethyl Ionone, Benzyl Benzoate.""",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301868895
Method Antibacterial All Purpose Cleaner Spray Wild Rhubarb 828Ml,(46),4.8,3.00,Learn more at methodproducts.co.uk or just give us a call 0207 788 7904.,"<5%: Non-Ionic Surfactants*, Anionic Surfactants*, Lactic Acid*, Perfume (Geraniol*), Other: Water, Alcohol Denat.*, Potassium Hydroxide*, Tetrasodium Glutamate Diacetate*, *Denotes Plant or Mineral origin",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295342420
Dettol Big & Strong Kitchen Wipes 25S,(1),5,2.50,www.cleanright.eu,"Per 100g product contains: 0.42g Benzalkonium Chloride, <5% Non-Ionic Surfactants, Limonene, Disinfectant, Parfum",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/299258940
Tesco Extra Wear Gloves Large,(8),2.9,1.50,Large extra wear gloves.,"Store away from moisture, heat and direct sunlight ",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/276341714
Tesco Limescale 40 Prevention Tablets 600G,(12),2.8,3.50,*,Ingredients: 5-15% Polycarboxylates. <5% Aliphatic Hydrocarbons.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/264052735
Tesco All Purpose Cloths 25 Pack,(1),5,2.30,Tesco All-purpose Cloths,Produced in China,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/255284917
Tesco Microfibre Cloth 4 Pack,(9),4.8,2.00,Tesco Microfibre Cloths 4 Pack,Produced in China,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/294643280
Vanish Oxi Action Stain Remover Spray 500 Ml,(28),4.1,3.75,www.rbeuroinfo.com,"Contains 5%-15% Oxygen-Based Bleaching Agent, <5% Non-Ionic Surfactants, Anionic Surfactants, Perfume",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/287612992
Spontex Heavy Duty Scourer Pads 3 Pack,(1),5,1.50,3 Heavy Duty Scourer Pads,"® Registered Trade Mark.
© Copyright Mapa Spontex UK Ltd., 2014.
Visit us at www.spontex.co.uk or join us on Facebook and Twitter @SpontexUK.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/275444330
Tesco Colour Laundry Capsules 20 Washes 490Ml,(2),3,2.75,*,"Ingredients: >30% Anionic Surfactants. 15-30% Non-Ionic Surfactants. 5-15% Soap. <5% Phosphonate. Also contains: Perfumes, Enzymes, Linalool, Butylphenyl Methylpropional, Geraniol, Alpha-Isomethyl Ionone.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/300116733
Tesco Capsules Biological Laundry 20 Washes 490Ml,(3),2.7,2.75,Tesco bio laundry detergent capsules.,"Ingredients: >30% Anionic Surfactants. 15-30% Non-Ionic Surfactants. 5-15% Soap. <5% Phosphonate. Also contains: Perfumes, Optical Brighteners, Enzymes, Butylphenyl Methylpropional, Citronellol, Geraniol, Limonene.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/300113195
Tesco Oxy Stain Remover Spray 500Ml,(17),3.6,1.50,Tesco oxy power stain remover.,"Tesco oxy power stain remover contains amongst other ingredients: 5-15% Oxygen Based Bleaching agent. Less than 5% Non Ionic Surfactant, Anionic Surfactant Also contains Perfume (Butylphenyl Methylpropional and Hexyl Cinnamal)",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/271452084
Tesco Solid Gel Air Freshener Cotton Fresh,(2),1.5,0.80,Tesco,120g e,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/254179255
Spontex Brilliant Scourer,(4),4,1.10,Brilliant Scourer,"® Registered Trade Mark.
© Copyright Mapa Spontex UK Ltd., 2015.
Visit us at www.spontex.co.uk or join us on Facebook and Twitter @SpontexUK.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/250289776
Comfort Pure 36 Wash 1.26L,(51),4.7,2.00,"Add a little love to your laundry with Comfort Pure Fabric Conditioner. Specially formulated for people with sensitive skin and allergies, Comfort Pure baby fabric softener uses only the kindest of ingredients. This fabric conditioner is hypoallergenic and has been dermatologically tested - so it will even keep your delicate skin happy. This fabric conditioner was developed using skincare research recognised by the British Skin Foundation. Comfort Pure fabric conditioner has been formulated to be kind next to sensitive skin, while leaving your clothes smelling fresh. No wonder it's the number one fabric conditioner for sensitive skin*. To use: pour a 35 ml dose straight into the fabric conditioner compartment of your washing machine next to your favourite detergent. Do not pour directly onto fabrics. Select your wash setting, then let your machine take care of the rest. Using Comfort fabric conditioner in every wash helps fabric fibres stay smooth, and will make your laundry much easier to iron. Comfort Pure baby fabric softener has been formulated to be kind to sensitive skin, while leaving your clothes smelling fresh. It's the perfect sensitive fabric conditioner for you and your entire family. Every drop of Comfort Pure Fabric Conditioner is like a dose of love. *Based on AC Nielsen, MAT, August 2019.","5-15%: Cationic Surfactants.<5%: Perfume, DMDM Hydantoin, Potassium sorbate",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/299600184
Ecover Washing Up Liquid Chamomile Clementine 950Ml,(54),4.4,2.50,Clean Factory: Made in our Zero Waste certified factory. Find out more at ecover.com,"5-15%: Anionic Surfactants, Non-Ionic Surfactants, <5%: Amphoteric Surfactants, Perfume (Limonene), Others: Water, Lactic Acid, Alcohol Denat., Citric Acid",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/299155664
Duck Deep Action Gel Pine 750Ml,(178),4.3,1.00,"Getting your toilet clean is as easy as chilling on a pond. Duck® Deep Action Gel Pine toilet stain remover sanitises your toilet in three simple steps, killing 99.9% of germs and bacteria. The uniquely shaped neck of this strong toilet cleaner – inspired by yours truly – allows you to better reach under the toilet RIM, leaving your entire toilet bowl clean by removing limescale, mineral deposits and toilet ring stains. Eliminate unpleasant odours with a fresh, long-lasting Pine fragrance that you’ll want to splash your feathers in. (Although for non-feathered humans that is certainly not recommended. Or so I’m told to say). Toilet cleaning isn't rocket science, it's Duck® Science.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/296923152
Duck Deep Action Gel Marine 750Ml,(178),4.3,1.00,"Getting your toilet clean is as easy as chilling on a pond. Duck® Deep Action Gel Marine toilet liquid bowl cleaner sanitises your toilet in three simple steps, killing 99.9% of bathroom germs and bacteria. The uniquely shaped neck of this duck toilet gel – inspired by yours truly – allows you to better reach under the rim, leaving your entire toilet bowl clean by removing limescale, mineral deposits and toilet ring stains. Eliminate unpleasant odours with a fresh, long-lasting Marine fragrance that you’ll want to splash your feathers in. (Although for non-feathered humans that is certainly not recommended. Or so I’m told to say). Toilet cleaning isn't rocket science, it's Duck® Science.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/296923175
Comfort Blue 36 Wash 1.26L,(51),4.8,2.00,"Treat your family to the delightful feeling of outdoor freshness with Comfort Blue Skies Fabric Conditioner. Make your favourite clothes smell and feel great with extra freshness and a soft touch, thanks to Comfort fabric softener's special odour protection formula. Not only does our fabric softener provide your clothes with exceptional softness and a fresh-smelling fragrance, it also saves you time by making your clothes easier to iron. Make Comfort Blue Skies laundry fabric conditioner a part of your regular laundry routine and open the door to a world of brilliant fragrance and softness. How to use: Pour a 35 ml dose of Comfort Blue Skies Fabric Conditioner straight into the correct compartment of your washing machine drawer along with your favourite laundry washing liquid. Do not pour directly on to fabrics. Choose the correct wash setting and let your machine take care of the rest, as it releases the fabric softener during the final rinse cycle. Using Comfort fabric conditioner in every wash helps smooth fabric fibres, maintains garment colour and shine and keep your family’s clothes looking and feeling their very best. Thanks to our innovative odour defence formula, Comfort Blue Skies Fabric Conditioner provides odour protection against bad smells – delivering extra freshness with a soft touch, keeping your favourite garments smelling fresher for longer and giving you that laundry-fresh feeling all day long.","5-15%: Cationic Surfactants. <5%:Perfume, Alpha-Isomethylionone, Citronellol, Eugenol, Hexyl Cinnamal, Limonene, DMDM Hydantoin, Potassium Sorbate",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/299599386
Glade Solid Relaxing Zen,(3),2.3,1.00,"With a variety of fragrances to choose from, the Glade Solid Gel Air Freshener is the perfectly practical way to add continuous fragrance to your home. Just peel off the sticker to release the rich fragrance within.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/266021239
Pledge 5In1 Wood Classic 250Ml,(3),2.7,1.00,"Pledge Beautify It Enhancing Polish improves the appearance of sealed, hard surfaces by removing dust and fingerprints and providing a protective, glossy coating without leaving a waxy buildup. It enhances furniture by adding both a beautiful shine and protection to hard surfaces. There’s nothing more impressive than a home that gleams. More than just a wood table cleaner, Pledge Natural Enhancing Furniture Polish Spray provides a quick and easy shine on multiple finished, sealed surfaces, including wood, leather, granite, stainless steel, laminate and quartz. This Pledge multisurface polish leaves a beautiful shine and a refreshing scent that will revitalise your home.",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/274621652
Cillit Bang Power Cleaner Black Mould Remover Spray 750 Ml,(24),4.3,2.00,www.cleanright.eu,"Per 100g product contains 2.19g Sodium Hypochlorite, Contains less than 5% Chlorine Based Bleaching Agents, Disinfectant, Perfume",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/281815758
Cillit Bang Cleaner Spray Limescale And Grime 750 Ml,(33),4.5,2.00,www.rbeuroinfo.com,"Contains <5% Anionic Surfactant, Perfume",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/258281697
Tesco Cream Cleaner Citrus 500Ml,(4),3.5,0.80,*,"Ingredients: <5% Anionic Surfactants, Non-Ionic Surfactants, Polycarboxylates. Also contains: Perfumes, Limonene, Preservatives: Benzisothiazolinone, Sodium Pyrithione.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/255281212
Bloo Acticlean Original Twinpack,(15),1.9,1.50,www.cleanright.eu,"Contains: > 30% Anionic Surfactants, < 5 % Polycarboxylates, Further Ingredients: Perfume",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/257942614
Tesco Platinum Nail Brush,(26),4,0.50,Easy grip platinum coloured handle \n ,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/284843472
Tesco Soap Filled Pads 10 Pack,(3),3.7,0.75,Tesco Soap Filled Pads 10 Pack,"Tesco Soap Pads contain amongst other ingredients: Soap More than 30% Anionic Surfactant Less Than 5% Also Contains: Laurylamine dipropylenediamine, benzisothiazolinone and methylisothiazolinone For more information see: www.steelwoolsoappads.com/tesco",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/295025548
Springforce All Purpose Cloths 10 Pack,(2),3,0.35,Tesco Springforce All Purpose Cloths,Produced in China,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/301884380
Mr Muscle Max Gel Unblocker 1000Ml,(5),3.8,3.50,"The UK's No 1 Selling Drain Brand*, Mr Muscle® Power Gel Drain Unblocker cuts through standing water in your clogged drain, dissolving even the toughest clogs. Use this sink unblocker once a week to clear blockages and slow-running drains anywhere in your home, from your kitchen to bathroom sinks. Just pour the entire contents of the bottle down the plughole to attack the blockage directly, and after waiting 5 minutes, flush with hot water (allowing longer for tough clogs). With a formula that clears drains 3x better than bleach**, getting rid of blockages and their unpleasant odours, Mr Muscle® Power Gel is the plughole unblocker that allows you to clean less and live more.  *SC Johnson calculation is based on data reported by Nielsen through its Scantrack retail measurement service for the Drain cleaners category (Client defined category) across 7 European markets. Reporting periods slightly vary by country, but data is based on moving annual totals ending around December 2019-May 2020. (Copyright © 2020, The Nielsen Company)  **Based on hair removal in laboratory testing, **Based on hair removal in laboratory testing",SC Johnson A family company since 1886. Fisk Johnson,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/299160398
Spontex Disposable Gloves 40 Pack,(11),2.9,5.00,40 Handy Comfortable Disposable Gloves,"® Registered Trade Mark.
© Copyright Mapa Spontex UK Ltd., 2018.
Visit us at www.spontex.co.uk or join us on Instagram, Facebook and Twitter @SpontexUK.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/255439943
Bacofoil Non Stick Foil 20M,(12),3.4,4.30,"For information, other useful cooking tips and recipes, visit... www.bacofoil.co.uk",Box. Recyclable,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/285099538
Fairy Non Biological Liquid 54 Washes 1890Ml,(1934),4.9,7.00,"Discover the power of gentle care with Fairy Non Bio Washing Liquid. It is no surprise that Fairy Non Bio was voted no.1 laundry brand for sensitive skin*. Fairy Non Bio leaves clothes brilliantly clean and feeling gentle next to precious skin. Unlike washing powder, washing liquid is versatile, easy to use, and good for pre-treating heavily soiled clothes too. Just pop the right amount in a dosing cap and add that direct to the heart of your wash, so all those magical Fairy ingredients can get to work straight away. Use with Fairy Fabric Conditioner for the softest combination for your baby's skin. 54 washes based on 35ml per wash. *Online panel of 3347 females aged 18-70.","5-15% Anionic Surfactants, Non-Ionic Surfactants, <5% Phosphonates, Soap, Optical Brighteners, Benzisothiazolinone, Perfumes",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306518605
Ariel Colour Washing Liquid 54 Washes 1890Ml,(323),4.8,7.00,"Ariel Colour Washing Liquid offers exceptional stain removal from the first wash. Although Ariel is tough on stains, it is gentle on your fabric and preserves all the brightness of your colours. For very heavy stains use Ariel liquid detergent to pretreat, then place your clothes in your washing machine. For best results, insert dosing cap containing the laundry detergent into the washing machine drum. For a touch of freshness and extra softness, to be used with Lenor softeners and Unstoppables fragrance. Ariel Colour is also available in powders and pods.","5-15% Anionic Surfactants, <5% Non-Ionic Surfactants, Phosphonates, Soap, Enzymes, Benzisothiazolinone, Perfumes, Alpha-Isomethyl Ionone, Citronellol, Limonene",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306518939
Bold All In One Washing Pods Lavender & Camomile 36 Washing 867.6G,(75),4.9,7.00,"A relaxing and lingering scent, that’s Bold Lavender and Camomile. Imagine strolling through fragrant lavender fields, leaving all cares behind. This classic scent blends soothing camomile and honey with woody notes for a total feeling of serenity. Breathe in the blissful notes and ... relax. All-in-1 Pods Washing Capsules are Bold's latest innovation, infusing your clothes with relaxing, invigorating and luxurious scents inspired by nature's most divine fragrances.",">30% Anionic Surfactants, 5-15% Soap, <5% Non-Ionic Surfactants, Phosphonates, Enzymes, Optical Brighteners, Perfumes, Alpha-Isomethyl Ionone, Benzyl Salicylate, Coumarin, Hexyl Cinnamal, Limonene, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306460637
Lenor Unstoppables Scent Booster Fresh 264G,(301),4.7,4.00,"Available in different scents, each Lenor Unstoppables fragrance provides an in-wash scent boost that injects freshness into every wash. A boost of freshness from wash to wash, Lenor Unstoppables keeps up to 12 weeks with boosted freshness (in storage), so your clothes are always ready to wear, infused with your favourite scent. Our scent experts recommend Unstoppables Fresh if you are looking for a sparkling citrus and juicy fruits scent wrapped into transparent floral notes. For an optimal use, Lenor Unstoppables should be added into the empty drum before every wash; then add clothes, detergent, fabric conditioner, your usual laundry routine.","Perfumes, Benzyl Salicylate, Citronellol, Eugenol, Hexyl Cinnamal",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/305014241
Vanish Gold Oxi Advance Stain Remover Powder 1.35Kg,(26),4.8,7.00,For ingredients information: www.rbueroinfo.com,">30%: Oxygen-Based Bleaching Agents, <5%: Anionic Surfactants, Non-Ionic Surfactants, Zeolites, Enzymes, Perfumes, Hexyl Cinnamal",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/299537322
Marigold Extra Life Gloves Kitchen Large,(7),3.6,2.50,Why Marigold?,Nan,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/250360501
Ariel Original Washing Liquid 54 Washes 1890Ml,(326),4.8,7.00,"Ariel Original Liquid Detergent provides an exceptional cleaning result on your whites and hinders sweat stain built up. For very heavy stains use Ariel liquid detergent to pretreat, then place your clothes in your washing machine. For best results, insert dosing cap containing the laundry detergent into the washing machine drum. Ariel Original is also available in powders and pods.","15-30% Anionic Surfactants, 5-15% Non-Ionic Surfactants, <5% Phosphonates, Soap, Enzymes, Optical Brighteners, Benzisothiazolinone, Perfumes, Benzyl Salicylate, Butylphenyl Methylpropional, Citronellol, Geraniol, Hexyl Cinnamal, Limonene, Linalool",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/306518790
Tesco Citrus Antibacterial Wipes 120S,(8),4.6,2.50,Tesco anti bac multi surface wipes lemon.,"Tesco Anti+bac lemon multi surface wipes contain amongst other ingredients: Less than 5% Amphoteric Surfactant. Also contains: Disinfectant (0.55g per 100g of liquid), Perfume, Methylisothiazolinone, Benzisothiazolinone.",Nan,Nan,https://www.tesco.com/groceries/en-GB/products/274484214
Tesco Ultra Kitchen Towel 200 Sheets,(5),3,2.50,"extra strong & absorbent, even when wet 200 sheets per pack",Produced in the U.K.,Nan,Nan,https://www.tesco.com/groceries/en-GB/products/296653200
